coLiID,coLiURL,coWebSite,coIndustry,coSize,coType,Company_Name,liCompanyLogoUrl,Company_Description,Class_Label,"Consulting = 1
Non-Consulting = Blank",Keyword,employeeCount,addrStreetAddr1,addrLocality,addrRegion,addrPostalCode,addrCountryName,youtube_link,instagram_link,facebook_link,linkedin_link,twitter_link,keywords,description,response_code
150297,https://www.linkedin.com/company/150297,http://www.velociti.com,Information Technology and Services,201-500 employees,Privately Held,Velociti Inc. - Technology Deployment Experts,,"At Velociti, our sole mission is the deployment and service of technology.  We have built our company and our reputation around the fact that we understand the importance of the implementation process and that our customers are looking for quality solution installations, which our implementation process delivers. 

We offer a unique expertise that can be leveraged in any business environment. We understand that a lengthy technology deployment process can be the demise of any great ROI model, so let our experts give your business an edge by maximizing the benefits and the return on your investment through precise rapid deployment.

We understand that the key to a successful deployment begins with our knowledgeable full-time staff of certified Technicians and Project Managers who not only understand the technology and installation processes, but also the impact of it.  When you combine our knowledge and expertise with our web-based project management tool, which allows you to follow the process every step of the way, you’ll quickly understand the Velociti Difference.  The key to a successful technology deployment and the realization of the ROI is the quality of the solution installation and the speed at which it can be deployed.

Our services include, but are not limited to:

Fleet In-Cab Communication Installations
Wireless Local Area (WLAN) Installations
WiFi Installations
Fleet Tracking (GPS) Installations
Digital Signage Installations
Collision Avoidance Installations
Video Monitoring Installations
Kiosk Installations
RFID Installations
Trailer Skirt Installations
Tire Inflation Installations
Wireless Back-up Router Installations
Cellular Site Survey's",0,,,,"4780 NW 41st Street, Suite 500",Riverside,MO,64150,United States,[https://youtube.com/VelocitiKC],[https://instagram.com/velociti_inc],[https://facebook.com/velocitiinc],[https://linkedin.com/company/velociti-inc-],[https://twitter.com/VelocitiInc],[],[],200
162930,https://www.linkedin.com/company/162930,http://www.3cipeople.com,Information Technology and Services,201-500 employees,Privately Held,3Ci,https://media.licdn.com/mpr/mpr/shrink_400_400//AAEAAQAAAAAAAAijAAAAJGM0MjZiZWYyLTA0YzgtNGFmOC1hZGI1LWU2YTVlYTQzMzRlOQ.png,"At 3Ci, we combine honesty, integrity, and delivery with culture, purpose, and mission. For almost 40 years, we have provided top tech talent for our clients and now, we combine that talent with leadership training to find the perfect fit for both our clients and our consultants. 

We put people and relationships first. This is the foundation that has driven our company to success since we opened our doors in 1978. While we continue to grow, we know that keeping a focus on our established relationships is what sets us apart from the rest. Your success is our success.

We believe in Better People. We believe in the Perfect Fit.",0,,,,"990 Hammond Drive, Suite 1010",Atlanta,GA,30328,United States,[],[https://instagram.com/3cipeople],[https://facebook.com/pages/CCCi-IT-Staffing-and-Professional-Services/127479693955018?v=app_4949752878],[https://linkedin.com/company/162930],[https://twitter.com/3cipeople],[],"[Atlanta's best business and technology consulting firm providing consulting, staffing, recruiting, and leadership training & development for over 40 years.]",200
266411,https://www.linkedin.com/company/266411,http://www.utilogy.com,Information Technology and Services,201-500 employees,Privately Held,"uTilogy, Inc.",https://media.licdn.com/mpr/mpr/shrink_400_400//AAEAAQAAAAAAAARTAAAAJDEwZTVkYjUwLTM5NTItNDZhZi05M2U2LWM0MDhkODNhODY0YQ.png,"The pioneers of Unified Utilities™


uTilogy® trademarks are intellectual property, with value both to us at uTilogy® and to our community of business customers, developers, partners, and supporters. When our trademarks maintain their strong association with quality and compatibility, the entire business community benefits.

Except as expressly authorized by uTilogy®. You agree not to reproduce, modify, rent, lease, loan, sell, distribute, mirror, frame, republish, download, transmit, or create derivative works of the Content of others, in whole or in part, by any means. You must not modify, decompile, or reverse engineer any software and/or technology uTilogy® discloses to You, and You must not remove or modify any copyright or trademark notice, or other notice of ownership.

""uTilogy® Trademarks"" means all names, marks, brands, logos, designs, trade dress, slogans and other designations uTilogy® uses in connection with its products and services. You agree to comply with the uTilogy® Trademark and Logo Usage Requirements. You may not remove or alter any uTilogy®’s Trademarks, or co-brand your own products or material with uTilogy® Trademarks, without uTilogy's prior written consent.",0,,,,Confidential,Dallas,Texas,,United States,[],[],[],[],[],[],[],200
243245,https://www.linkedin.com/company/243245,http://www.cybervisiontech.com,Information Technology and Services,201-500 employees,Privately Held,"CyberVision, Inc.",https://media.licdn.com/mpr/mpr/shrink_400_400//AAEAAQAAAAAAAAU9AAAAJDMxMWJiMjg2LWZhYjEtNDQxOS1hOTdjLWI2YzA3YWIzYjBlNA.png,"CyberVision is a software development and integration company with R&D facilities in US and Eastern Europe. Over more than two decades in the high-tech business, CyberVision has designed and implemented a large number of innovative solutions that granted a proven competitive edge to our clients and partners.

Our expertise in software engineering doesn't stop at the technical delivery aspects, but extends further to strategic planning of the system scalability, maintenance, extensibility, competitive edge and market positioning, training and documentation coverage.

At CyberVision, we put trust in the agile methods of software development, which are based on frequent deliveries, continuous integration, close collaboration with the client, and flexible change management. Such an approach has proven to be a safe and straight road towards the project goal.

Our strongest technical expertise consists in the following domains: Mobility, Telecom, Big Data, and Internet of Things. 

Client Testimonials http://www.cybervisiontech.com/client-testimonials",0,,,,"10295 Collins Ave., Bal Harbour",Miami,FL,33154,United States,[],[],[https://facebook.com/cybervisiontech?ref=hl],"[https://linkedin.com/company/cybervision-inc., https://linkedin.com/company/cybervision-inc-]",[https://twitter.com/CyberVisionUSA],[],"[With over twenty years of experience, CyberVision is a trusted global provider of software engineering and consulting services.]",200
688762,https://www.linkedin.com/company/688762,http://www.min201.org,Information Technology and Services,201-500 employees,Educational,Minooka CCSD #201,,"I am a systems analyst for Minooka CCSD #201.  I work daily with Active Directory on a Windows Server 2003 machine.  I also install new hardware and software for students, teachers, and administrators.  The district uses a combination of Windows XP Professional, Windows XP Embedded (on the thin clients), and Mac OS X",0,,,,,Minooka,IL,60447,United States,[],[],[],[],[],[],[],200
795735,https://www.linkedin.com/company/795735,http://www.scionture.com,Information Technology and Services,201-500 employees,Privately Held,"SCIONTURE, Inc.",,http://www.scionture.com,0,,,,,,,90069,United States,[],[],[],[],[],[],[],
699622,https://www.linkedin.com/company/699622,http://www.newageservices.biz,Information Technology and Services,201-500 employees,Privately Held,"New Age Technology, LLC",,Chief Technical Officer,0,,,,,,,64468,United States,[],[],[],[],[],[],[],200
634118,https://www.linkedin.com/company/634118,http://www.mishawakacity.com,Information Technology and Services,201-500 employees,Government Agency,"City of Mishawaka, Indiana",,city government,0,,,,600 E. Fourth St.,Mishawaka,IN,46544,United States,[https://youtube.com/CityofMishawaka],[],[https://facebook.com/cityofmishawaka],[],[],[],[],200
642071,https://www.linkedin.com/company/642071,http://www.nucoryamato.com/,Information Technology and Services,201-500 employees,Public Company,Nucor Steel Yamato,,C#.net,0,,,,,,,72315,United States,[],[],[],[],[],[],[],200
876268,https://www.linkedin.com/company/876268,http://www.managemobility.com,Information Technology and Services,501-1000 employees,Privately Held,Manage Mobility by Peak-Ryzex,https://media.licdn.com/mpr/mpr/shrink_400_400//AAEAAQAAAAAAAAYVAAAAJGQzZDM3Yzg2LWMzMTktNGE2MC1iMDc2LTNkNjExMjhhMmYyMA.png,"Please visit the Manage Mobility Showcase page at the Peak-Ryzex company page.
https://www.linkedin.com/company/manage-mobility-by-peak-ryzex?trk=biz-brand-tree-co-name",0,,,,"2555 Marconi Drive, Suite 100",Alpharetta,GA,30005,United States,[],[],[],[],[],[],[],200
